syd,did,wei,symptom,diagnose,symptom_index,symptom_vec,diagnose_index,diagnose_vec,symptom_vec_scaled,diagnose_vec_scaled,features,prediction
211.0,1461.0,0.0,Infertility (Female),Turner syndromegonadal dysgenesis,170.0,"(246,[170],[1.0])",301.0,"(1156,[301],[1.0])","(246,[170],[1.0])","(1156,[301],[1.0])","(1402,[170,547],[1.0,1.0])",0
71.0,6.0,3.0,Overdose,acetaminophen overdoseAdverse reaction to acetaminophen,150.0,"(246,[150],[1.0])",514.0,"(1156,[514],[1.0])","(246,[150],[1.0])","(1156,[514],[1.0])","(1402,[150,760],[1.0,1.0])",0
77.0,6.0,3.0,Poisoning,acetaminophen overdoseAdverse reaction to acetaminophen,81.0,"(246,[81],[1.0])",514.0,"(1156,[514],[1.0])","(246,[81],[1.0])","(1156,[514],[1.0])","(1402,[81,760],[1.0,1.0])",0
149.0,6.0,3.0,Liver failure (Cirrhosis),acetaminophen overdoseAdverse reaction to acetaminophen,179.0,"(246,[179],[1.0])",514.0,"(1156,[514],[1.0])","(246,[179],[1.0])","(1156,[514],[1.0])","(1402,[179,760],[1.0,1.0])",0
153.0,6.0,3.0,Ingestion,acetaminophen overdoseAdverse reaction to acetaminophen,95.0,"(246,[95],[1.0])",514.0,"(1156,[514],[1.0])","(246,[95],[1.0])","(1156,[514],[1.0])","(1402,[95,760],[1.0,1.0])",0
71.0,34.0,2.0,Overdose,Amphetamine overdose,150.0,"(246,[150],[1.0])",382.0,"(1156,[382],[1.0])","(246,[150],[1.0])","(1156,[382],[1.0])","(1402,[150,628],[1.0,1.0])",0
77.0,34.0,2.0,Poisoning,Amphetamine overdose,81.0,"(246,[81],[1.0])",382.0,"(1156,[382],[1.0])","(246,[81],[1.0])","(1156,[382],[1.0])","(1402,[81,628],[1.0,1.0])",0
153.0,34.0,2.0,Ingestion,Amphetamine overdose,95.0,"(246,[95],[1.0])",382.0,"(1156,[382],[1.0])","(246,[95],[1.0])","(1156,[382],[1.0])","(1402,[95,628],[1.0,1.0])",0
165.0,34.0,1.0,Bleeding in brain,Amphetamine overdose,184.0,"(246,[184],[1.0])",382.0,"(1156,[382],[1.0])","(246,[184],[1.0])","(1156,[382],[1.0])","(1402,[184,628],[1.0,1.0])",0
71.0,49.0,1.0,Overdose,Antidepressant overdose,150.0,"(246,[150],[1.0])",523.0,"(1156,[523],[1.0])","(246,[150],[1.0])","(1156,[523],[1.0])","(1402,[150,769],[1.0,1.0])",0
77.0,49.0,1.0,Poisoning,Antidepressant overdose,81.0,"(246,[81],[1.0])",523.0,"(1156,[523],[1.0])","(246,[81],[1.0])","(1156,[523],[1.0])","(1402,[81,769],[1.0,1.0])",0
153.0,49.0,3.0,Ingestion,Antidepressant overdose,95.0,"(246,[95],[1.0])",523.0,"(1156,[523],[1.0])","(246,[95],[1.0])","(1156,[523],[1.0])","(1402,[95,769],[1.0,1.0])",0
71.0,64.0,3.0,Overdose,Aspirinsalicylates overdose,150.0,"(246,[150],[1.0])",389.0,"(1156,[389],[1.0])","(246,[150],[1.0])","(1156,[389],[1.0])","(1402,[150,635],[1.0,1.0])",0
77.0,64.0,3.0,Poisoning,Aspirinsalicylates overdose,81.0,"(246,[81],[1.0])",389.0,"(1156,[389],[1.0])","(246,[81],[1.0])","(1156,[389],[1.0])","(1402,[81,635],[1.0,1.0])",0
153.0,64.0,3.0,Ingestion,Aspirinsalicylates overdose,95.0,"(246,[95],[1.0])",389.0,"(1156,[389],[1.0])","(246,[95],[1.0])","(1156,[389],[1.0])","(1402,[95,635],[1.0,1.0])",0
157.0,64.0,3.0,Ringing in ears (Tinnitus),Aspirinsalicylates overdose,208.0,"(246,[208],[1.0])",389.0,"(1156,[389],[1.0])","(246,[208],[1.0])","(1156,[389],[1.0])","(1402,[208,635],[1.0,1.0])",0
71.0,84.0,1.0,Overdose,Beta blocker overdoseblood pressure medication overdose,150.0,"(246,[150],[1.0])",532.0,"(1156,[532],[1.0])","(246,[150],[1.0])","(1156,[532],[1.0])","(1402,[150,778],[1.0,1.0])",0
77.0,84.0,1.0,Poisoning,Beta blocker overdoseblood pressure medication overdose,81.0,"(246,[81],[1.0])",532.0,"(1156,[532],[1.0])","(246,[81],[1.0])","(1156,[532],[1.0])","(1402,[81,778],[1.0,1.0])",0
153.0,84.0,1.0,Ingestion,Beta blocker overdoseblood pressure medication overdose,95.0,"(246,[95],[1.0])",532.0,"(1156,[532],[1.0])","(246,[95],[1.0])","(1156,[532],[1.0])","(1402,[95,778],[1.0,1.0])",0
71.0,123.0,1.0,Overdose,Calcium channel blocker overdoseblood pressure medication overdose,150.0,"(246,[150],[1.0])",540.0,"(1156,[540],[1.0])","(246,[150],[1.0])","(1156,[540],[1.0])","(1402,[150,786],[1.0,1.0])",0
77.0,123.0,1.0,Poisoning,Calcium channel blocker overdoseblood pressure medication overdose,81.0,"(246,[81],[1.0])",540.0,"(1156,[540],[1.0])","(246,[81],[1.0])","(1156,[540],[1.0])","(1402,[81,786],[1.0,1.0])",0
153.0,123.0,1.0,Ingestion,Calcium channel blocker overdoseblood pressure medication overdose,95.0,"(246,[95],[1.0])",540.0,"(1156,[540],[1.0])","(246,[95],[1.0])","(1156,[540],[1.0])","(1402,[95,786],[1.0,1.0])",0
71.0,176.0,2.0,Overdose,Cocaine overdose,150.0,"(246,[150],[1.0])",411.0,"(1156,[411],[1.0])","(246,[150],[1.0])","(1156,[411],[1.0])","(1402,[150,657],[1.0,1.0])",0
77.0,176.0,2.0,Poisoning,Cocaine overdose,81.0,"(246,[81],[1.0])",411.0,"(1156,[411],[1.0])","(246,[81],[1.0])","(1156,[411],[1.0])","(1402,[81,657],[1.0,1.0])",0
165.0,176.0,1.0,Bleeding in brain,Cocaine overdose,184.0,"(246,[184],[1.0])",411.0,"(1156,[411],[1.0])","(246,[184],[1.0])","(1156,[411],[1.0])","(1402,[184,657],[1.0,1.0])",0
235.0,176.0,1.0,Sweating,Cocaine overdose,138.0,"(246,[138],[1.0])",411.0,"(1156,[411],[1.0])","(246,[138],[1.0])","(1156,[411],[1.0])","(1402,[138,657],[1.0,1.0])",0
71.0,196.0,2.0,Overdose,Cough medicine abuse,150.0,"(246,[150],[1.0])",913.0,"(1156,[913],[1.0])","(246,[150],[1.0])","(1156,[913],[1.0])","(1402,[150,1159],[1.0,1.0])",0
71.0,223.0,1.0,Overdose,Unisom overdosedoxylamine overdose,150.0,"(246,[150],[1.0])",661.0,"(1156,[661],[1.0])","(246,[150],[1.0])","(1156,[661],[1.0])","(1402,[150,907],[1.0,1.0])",0
77.0,223.0,1.0,Poisoning,Unisom overdosedoxylamine overdose,81.0,"(246,[81],[1.0])",661.0,"(1156,[661],[1.0])","(246,[81],[1.0])","(1156,[661],[1.0])","(1402,[81,907],[1.0,1.0])",0
153.0,223.0,3.0,Ingestion,Unisom overdosedoxylamine overdose,95.0,"(246,[95],[1.0])",661.0,"(1156,[661],[1.0])","(246,[95],[1.0])","(1156,[661],[1.0])","(1402,[95,907],[1.0,1.0])",0
71.0,217.0,2.0,Overdose,Benadryldiphenhydramine overdose,150.0,"(246,[150],[1.0])",397.0,"(1156,[397],[1.0])","(246,[150],[1.0])","(1156,[397],[1.0])","(1402,[150,643],[1.0,1.0])",0
77.0,217.0,2.0,Poisoning,Benadryldiphenhydramine overdose,81.0,"(246,[81],[1.0])",397.0,"(1156,[397],[1.0])","(246,[81],[1.0])","(1156,[397],[1.0])","(1402,[81,643],[1.0,1.0])",0
153.0,217.0,3.0,Ingestion,Benadryldiphenhydramine overdose,95.0,"(246,[95],[1.0])",397.0,"(1156,[397],[1.0])","(246,[95],[1.0])","(1156,[397],[1.0])","(1402,[95,643],[1.0,1.0])",0
192.0,217.0,1.0,Hot skin,Benadryldiphenhydramine overdose,178.0,"(246,[178],[1.0])",397.0,"(1156,[397],[1.0])","(246,[178],[1.0])","(1156,[397],[1.0])","(1402,[178,643],[1.0,1.0])",0
71.0,503.0,2.0,Overdose,"Narcoticmorphine, heroin overdose",150.0,"(246,[150],[1.0])",358.0,"(1156,[358],[1.0])","(246,[150],[1.0])","(1156,[358],[1.0])","(1402,[150,604],[1.0,1.0])",0
77.0,503.0,2.0,Poisoning,"Narcoticmorphine, heroin overdose",81.0,"(246,[81],[1.0])",358.0,"(1156,[358],[1.0])","(246,[81],[1.0])","(1156,[358],[1.0])","(1402,[81,604],[1.0,1.0])",0
153.0,503.0,3.0,Ingestion,"Narcoticmorphine, heroin overdose",95.0,"(246,[95],[1.0])",358.0,"(1156,[358],[1.0])","(246,[95],[1.0])","(1156,[358],[1.0])","(1402,[95,604],[1.0,1.0])",0
170.0,503.0,3.0,Cyanosis (Blue skin coloration),"Narcoticmorphine, heroin overdose",54.0,"(246,[54],[1.0])",358.0,"(1156,[358],[1.0])","(246,[54],[1.0])","(1156,[358],[1.0])","(1402,[54,604],[1.0,1.0])",0
204.0,503.0,1.0,Low blood sugar,"Narcoticmorphine, heroin overdose",171.0,"(246,[171],[1.0])",358.0,"(1156,[358],[1.0])","(246,[171],[1.0])","(1156,[358],[1.0])","(1402,[171,604],[1.0,1.0])",0
72.0,160.0,0.0,Painful urination,Chlamydia trachomatis infectionSTD,126.0,"(246,[126],[1.0])",328.0,"(1156,[328],[1.0])","(246,[126],[1.0])","(1156,[328],[1.0])","(1402,[126,574],[1.0,1.0])",0
75.0,160.0,2.0,Penile discharge,Chlamydia trachomatis infectionSTD,206.0,"(246,[206],[1.0])",328.0,"(1156,[328],[1.0])","(246,[206],[1.0])","(1156,[328],[1.0])","(1402,[206,574],[1.0,1.0])",0
82.0,160.0,0.0,Rectal pain,Chlamydia trachomatis infectionSTD,117.0,"(246,[117],[1.0])",328.0,"(1156,[328],[1.0])","(246,[117],[1.0])","(1156,[328],[1.0])","(1402,[117,574],[1.0,1.0])",0
108.0,160.0,2.0,Vaginal discharge,Chlamydia trachomatis infectionSTD,96.0,"(246,[96],[1.0])",328.0,"(1156,[328],[1.0])","(246,[96],[1.0])","(1156,[328],[1.0])","(1402,[96,574],[1.0,1.0])",0
110.0,160.0,2.0,Vaginal pain,Chlamydia trachomatis infectionSTD,195.0,"(246,[195],[1.0])",328.0,"(1156,[328],[1.0])","(246,[195],[1.0])","(1156,[328],[1.0])","(1402,[195,574],[1.0,1.0])",0
72.0,313.0,0.0,Painful urination,Genital herpesHSV type 2 infection,126.0,"(246,[126],[1.0])",254.0,"(1156,[254],[1.0])","(246,[126],[1.0])","(1156,[254],[1.0])","(1402,[126,500],[1.0,1.0])",0
76.0,313.0,2.0,Penis pain,Genital herpesHSV type 2 infection,232.0,"(246,[232],[1.0])",254.0,"(1156,[254],[1.0])","(246,[232],[1.0])","(1156,[254],[1.0])","(1402,[232,500],[1.0,1.0])",0
81.0,313.0,0.0,Rash,Genital herpesHSV type 2 infection,8.0,"(246,[8],[1.0])",254.0,"(1156,[254],[1.0])","(246,[8],[1.0])","(1156,[254],[1.0])","(1402,[8,500],[1.0,1.0])",0
108.0,313.0,0.0,Vaginal discharge,Genital herpesHSV type 2 infection,96.0,"(246,[96],[1.0])",254.0,"(1156,[254],[1.0])","(246,[96],[1.0])","(1156,[254],[1.0])","(1402,[96,500],[1.0,1.0])",0
110.0,313.0,2.0,Vaginal pain,Genital herpesHSV type 2 infection,195.0,"(246,[195],[1.0])",254.0,"(1156,[254],[1.0])","(246,[195],[1.0])","(1156,[254],[1.0])","(1402,[195,500],[1.0,1.0])",0
238.0,313.0,0.0,Skin sores,Genital herpesHSV type 2 infection,6.0,"(246,[6],[1.0])",254.0,"(1156,[254],[1.0])","(246,[6],[1.0])","(1156,[254],[1.0])","(1402,[6,500],[1.0,1.0])",0
73.0,50.0,2.0,Heart pulsations and palpitations,Anxiety,115.0,"(246,[115],[1.0])",383.0,"(1156,[383],[1.0])","(246,[115],[1.0])","(1156,[383],[1.0])","(1402,[115,629],[1.0,1.0])",0
235.0,50.0,2.0,Sweating,Anxiety,138.0,"(246,[138],[1.0])",383.0,"(1156,[383],[1.0])","(246,[138],[1.0])","(1156,[383],[1.0])","(1402,[138,629],[1.0,1.0])",0
291.0,50.0,0.0,Agitated,Anxiety,92.0,"(246,[92],[1.0])",383.0,"(1156,[383],[1.0])","(246,[92],[1.0])","(1156,[383],[1.0])","(1402,[92,629],[1.0,1.0])",0
304.0,50.0,1.0,High blood pressure,Anxiety,44.0,"(246,[44],[1.0])",383.0,"(1156,[383],[1.0])","(246,[44],[1.0])","(1156,[383],[1.0])","(1402,[44,629],[1.0,1.0])",0
73.0,129.0,3.0,Heart pulsations and palpitations,Cardiac arrhythmiaabnormal heart rate,115.0,"(246,[115],[1.0])",700.0,"(1156,[700],[1.0])","(246,[115],[1.0])","(1156,[700],[1.0])","(1402,[115,946],[1.0,1.0])",0
111.0,129.0,3.0,Vertigo (Room spinning),Cardiac arrhythmiaabnormal heart rate,105.0,"(246,[105],[1.0])",700.0,"(1156,[700],[1.0])","(246,[105],[1.0])","(1156,[700],[1.0])","(1402,[105,946],[1.0,1.0])",0
73.0,541.0,2.0,Heart pulsations and palpitations,Overdose,115.0,"(246,[115],[1.0])",611.0,"(1156,[611],[1.0])","(246,[115],[1.0])","(1156,[611],[1.0])","(1402,[115,857],[1.0,1.0])",0
87.0,541.0,3.0,Seizure,Overdose,24.0,"(246,[24],[1.0])",611.0,"(1156,[611],[1.0])","(246,[24],[1.0])","(1156,[611],[1.0])","(1402,[24,857],[1.0,1.0])",0
116.0,541.0,2.0,Tired,Overdose,17.0,"(246,[17],[1.0])",611.0,"(1156,[611],[1.0])","(246,[17],[1.0])","(1156,[611],[1.0])","(1402,[17,857],[1.0,1.0])",0
73.0,467.0,0.0,Heart pulsations and palpitations,Methamphetamine abuse,115.0,"(246,[115],[1.0])",1006.0,"(1156,[1006],[1.0])","(246,[115],[1.0])","(1156,[1006],[1.0])","(1402,[115,1252],[1.0,1.0])",0
73.0,924.0,2.0,Heart pulsations and palpitations,Coronary artery anomalyheart artery malformation,115.0,"(246,[115],[1.0])",414.0,"(1156,[414],[1.0])","(246,[115],[1.0])","(1156,[414],[1.0])","(1402,[115,660],[1.0,1.0])",0
128.0,924.0,1.0,Inconsolable baby,Coronary artery anomalyheart artery malformation,134.0,"(246,[134],[1.0])",414.0,"(1156,[414],[1.0])","(246,[134],[1.0])","(1156,[414],[1.0])","(1402,[134,660],[1.0,1.0])",0
129.0,924.0,1.0,Wheezing (Noisy breathing),Coronary artery anomalyheart artery malformation,181.0,"(246,[181],[1.0])",414.0,"(1156,[414],[1.0])","(246,[181],[1.0])","(1156,[414],[1.0])","(1402,[181,660],[1.0,1.0])",0
170.0,924.0,2.0,Cyanosis (Blue skin coloration),Coronary artery anomalyheart artery malformation,54.0,"(246,[54],[1.0])",414.0,"(1156,[414],[1.0])","(246,[54],[1.0])","(1156,[414],[1.0])","(1402,[54,660],[1.0,1.0])",0
73.0,52.0,0.0,Heart pulsations and palpitations,Aortic valve stenosistight heart valve,115.0,"(246,[115],[1.0])",384.0,"(1156,[384],[1.0])","(246,[115],[1.0])","(1156,[384],[1.0])","(1402,[115,630],[1.0,1.0])",0
189.0,52.0,0.0,Heart murmur (Abnormal heart sound),Aortic valve stenosistight heart valve,146.0,"(246,[146],[1.0])",384.0,"(1156,[384],[1.0])","(246,[146],[1.0])","(1156,[384],[1.0])","(1402,[146,630],[1.0,1.0])",0
205.0,52.0,0.0,Low blood pressure,Aortic valve stenosistight heart valve,88.0,"(246,[88],[1.0])",384.0,"(1156,[384],[1.0])","(246,[88],[1.0])","(1156,[384],[1.0])","(1402,[88,630],[1.0,1.0])",0
262.0,52.0,0.0,Chest pain,Aortic valve stenosistight heart valve,0.0,"(246,[0],[1.0])",384.0,"(1156,[384],[1.0])","(246,[0],[1.0])","(1156,[384],[1.0])","(1402,[0,630],[1.0,1.0])",0
73.0,1519.0,1.0,Heart pulsations and palpitations,Cardiomegalyenlarged heart,115.0,"(246,[115],[1.0])",405.0,"(1156,[405],[1.0])","(246,[115],[1.0])","(1156,[405],[1.0])","(1402,[115,651],[1.0,1.0])",0
88.0,1519.0,1.0,Shortness of breath,Cardiomegalyenlarged heart,2.0,"(246,[2],[1.0])",405.0,"(1156,[405],[1.0])","(246,[2],[1.0])","(1156,[405],[1.0])","(1402,[2,651],[1.0,1.0])",0
116.0,1519.0,1.0,Tired,Cardiomegalyenlarged heart,17.0,"(246,[17],[1.0])",405.0,"(1156,[405],[1.0])","(246,[17],[1.0])","(1156,[405],[1.0])","(1402,[17,651],[1.0,1.0])",0
214.0,1519.0,1.0,Calf swelling,Cardiomegalyenlarged heart,110.0,"(246,[110],[1.0])",405.0,"(1156,[405],[1.0])","(246,[110],[1.0])","(1156,[405],[1.0])","(1402,[110,651],[1.0,1.0])",0
74.0,353.0,1.0,Pelvic pain,Herpes vulvovaginitisviral infection of the vaginaHerpesviral vulvovaginitis,151.0,"(246,[151],[1.0])",969.0,"(1156,[969],[1.0])","(246,[151],[1.0])","(1156,[969],[1.0])","(1402,[151,1215],[1.0,1.0])",0
74.0,472.0,2.0,Pelvic pain,Mittelschmerzovulation pain,151.0,"(246,[151],[1.0])",1009.0,"(1156,[1009],[1.0])","(246,[151],[1.0])","(1156,[1009],[1.0])","(1402,[151,1255],[1.0,1.0])",0
74.0,607.0,1.0,Pelvic pain,Primary dysmenorrheapainful menstruation,151.0,"(246,[151],[1.0])",1063.0,"(1156,[1063],[1.0])","(246,[151],[1.0])","(1156,[1063],[1.0])","(1402,[151,1309],[1.0,1.0])",0
74.0,685.0,,Pelvic pain,Secondary dysmenorrheapainful menstruation,151.0,"(246,[151],[1.0])",1093.0,"(1156,[1093],[1.0])","(246,[151],[1.0])","(1156,[1093],[1.0])","(1402,[151,1339],[1.0,1.0])",0
74.0,784.0,0.0,Pelvic pain,Tubo ovarian abscesspelvic abscess,151.0,"(246,[151],[1.0])",1136.0,"(1156,[1136],[1.0])","(246,[151],[1.0])","(1156,[1136],[1.0])","(1402,[151,1382],[1.0,1.0])",0
75.0,490.0,0.0,Penile discharge,Mycoplasma genitaliumsexually transmitted disease,206.0,"(246,[206],[1.0])",1020.0,"(1156,[1020],[1.0])","(246,[206],[1.0])","(1156,[1020],[1.0])","(1402,[206,1266],[1.0,1.0])",0
75.0,791.0,0.0,Penile discharge,Ureaplasma urealyticum infectiongenital infection,206.0,"(246,[206],[1.0])",1137.0,"(1156,[1137],[1.0])","(246,[206],[1.0])","(1156,[1137],[1.0])","(1402,[206,1383],[1.0,1.0])",0
75.0,79.0,,Penile discharge,Balanitispenis swelling,206.0,"(246,[206],[1.0])",530.0,"(1156,[530],[1.0])","(246,[206],[1.0])","(1156,[530],[1.0])","(1402,[206,776],[1.0,1.0])",0
76.0,79.0,1.0,Penis pain,Balanitispenis swelling,232.0,"(246,[232],[1.0])",530.0,"(1156,[530],[1.0])","(246,[232],[1.0])","(1156,[530],[1.0])","(1402,[232,776],[1.0,1.0])",0
281.0,79.0,2.0,Penis inflammation or swelling,Balanitispenis swelling,190.0,"(246,[190],[1.0])",530.0,"(1156,[530],[1.0])","(246,[190],[1.0])","(1156,[530],[1.0])","(1402,[190,776],[1.0,1.0])",0
76.0,558.0,0.0,Penis pain,Penis carcinomatumor,232.0,"(246,[232],[1.0])",802.0,"(1156,[802],[1.0])","(246,[232],[1.0])","(1156,[802],[1.0])","(1402,[232,1048],[1.0,1.0])",0
281.0,558.0,0.0,Penis inflammation or swelling,Penis carcinomatumor,190.0,"(246,[190],[1.0])",802.0,"(1156,[802],[1.0])","(246,[190],[1.0])","(1156,[802],[1.0])","(1402,[190,1048],[1.0,1.0])",0
76.0,603.0,2.0,Penis pain,Priapismpersistent erection,232.0,"(246,[232],[1.0])",812.0,"(1156,[812],[1.0])","(246,[232],[1.0])","(1156,[812],[1.0])","(1402,[232,1058],[1.0,1.0])",0
281.0,603.0,0.0,Penis inflammation or swelling,Priapismpersistent erection,190.0,"(246,[190],[1.0])",812.0,"(1156,[812],[1.0])","(246,[190],[1.0])","(1156,[812],[1.0])","(1402,[190,1058],[1.0,1.0])",0
76.0,1337.0,0.0,Penis pain,Paraphimosis,232.0,"(246,[232],[1.0])",613.0,"(1156,[613],[1.0])","(246,[232],[1.0])","(1156,[613],[1.0])","(1402,[232,859],[1.0,1.0])",0
188.0,1337.0,0.0,Impotence,Paraphimosis,133.0,"(246,[133],[1.0])",613.0,"(1156,[613],[1.0])","(246,[133],[1.0])","(1156,[613],[1.0])","(1402,[133,859],[1.0,1.0])",0
281.0,1337.0,0.0,Penis inflammation or swelling,Paraphimosis,190.0,"(246,[190],[1.0])",613.0,"(1156,[613],[1.0])","(246,[190],[1.0])","(1156,[613],[1.0])","(1402,[190,859],[1.0,1.0])",0
76.0,1259.0,0.0,Penis pain,Peyronie's diseaseabnormal curvature of the penis,232.0,"(246,[232],[1.0])",804.0,"(1156,[804],[1.0])","(246,[232],[1.0])","(1156,[804],[1.0])","(1402,[232,1050],[1.0,1.0])",0
188.0,1259.0,0.0,Impotence,Peyronie's diseaseabnormal curvature of the penis,133.0,"(246,[133],[1.0])",804.0,"(1156,[804],[1.0])","(246,[133],[1.0])","(1156,[804],[1.0])","(1402,[133,1050],[1.0,1.0])",0
77.0,161.0,0.0,Poisoning,Chlorine bleach ingestion,81.0,"(246,[81],[1.0])",707.0,"(1156,[707],[1.0])","(246,[81],[1.0])","(1156,[707],[1.0])","(1402,[81,953],[1.0,1.0])",0
153.0,161.0,2.0,Ingestion,Chlorine bleach ingestion,95.0,"(246,[95],[1.0])",707.0,"(1156,[707],[1.0])","(246,[95],[1.0])","(1156,[707],[1.0])","(1402,[95,953],[1.0,1.0])",0
77.0,400.0,1.0,Poisoning,Iron overdose,81.0,"(246,[81],[1.0])",766.0,"(1156,[766],[1.0])","(246,[81],[1.0])","(1156,[766],[1.0])","(1402,[81,1012],[1.0,1.0])",0
153.0,400.0,2.0,Ingestion,Iron overdose,95.0,"(246,[95],[1.0])",766.0,"(1156,[766],[1.0])","(246,[95],[1.0])","(1156,[766],[1.0])","(1402,[95,1012],[1.0,1.0])",0
77.0,669.0,0.0,Poisoning,Rubbingisopropyl alcohol overdose,81.0,"(246,[81],[1.0])",831.0,"(1156,[831],[1.0])","(246,[81],[1.0])","(1156,[831],[1.0])","(1402,[81,1077],[1.0,1.0])",0
153.0,669.0,1.0,Ingestion,Rubbingisopropyl alcohol overdose,95.0,"(246,[95],[1.0])",831.0,"(1156,[831],[1.0])","(246,[95],[1.0])","(1156,[831],[1.0])","(1402,[95,1077],[1.0,1.0])",0
77.0,416.0,1.0,Poisoning,Lead overdoselead poisoning,81.0,"(246,[81],[1.0])",772.0,"(1156,[772],[1.0])","(246,[81],[1.0])","(1156,[772],[1.0])","(1402,[81,1018],[1.0,1.0])",0
153.0,416.0,2.0,Ingestion,Lead overdoselead poisoning,95.0,"(246,[95],[1.0])",772.0,"(1156,[772],[1.0])","(246,[95],[1.0])","(1156,[772],[1.0])","(1402,[95,1018],[1.0,1.0])",0
77.0,570.0,1.0,Poisoning,Pesticide poisoningorganophosphate poisoning,81.0,"(246,[81],[1.0])",617.0,"(1156,[617],[1.0])","(246,[81],[1.0])","(1156,[617],[1.0])","(1402,[81,863],[1.0,1.0])",0
153.0,570.0,1.0,Ingestion,Pesticide poisoningorganophosphate poisoning,95.0,"(246,[95],[1.0])",617.0,"(1156,[617],[1.0])","(246,[95],[1.0])","(1156,[617],[1.0])","(1402,[95,863],[1.0,1.0])",0
172.0,570.0,1.0,Drooling,Pesticide poisoningorganophosphate poisoning,83.0,"(246,[83],[1.0])",617.0,"(1156,[617],[1.0])","(246,[83],[1.0])","(1156,[617],[1.0])","(1402,[83,863],[1.0,1.0])",0
77.0,640.0,1.0,Poisoning,Radiator fluidethylene glycol poisoning,81.0,"(246,[81],[1.0])",825.0,"(1156,[825],[1.0])","(246,[81],[1.0])","(1156,[825],[1.0])","(1402,[81,1071],[1.0,1.0])",0
153.0,640.0,1.0,Ingestion,Radiator fluidethylene glycol poisoning,95.0,"(246,[95],[1.0])",825.0,"(1156,[825],[1.0])","(246,[95],[1.0])","(1156,[825],[1.0])","(1402,[95,1071],[1.0,1.0])",0
77.0,837.0,1.0,Poisoning,Windshield wiper fluidMethanol poisoning,81.0,"(246,[81],[1.0])",873.0,"(1156,[873],[1.0])","(246,[81],[1.0])","(1156,[873],[1.0])","(1402,[81,1119],[1.0,1.0])",0
153.0,837.0,1.0,Ingestion,Windshield wiper fluidMethanol poisoning,95.0,"(246,[95],[1.0])",873.0,"(1156,[873],[1.0])","(246,[95],[1.0])","(1156,[873],[1.0])","(1402,[95,1119],[1.0,1.0])",0
77.0,48.0,3.0,Poisoning,Anticholinergic drug overdose,81.0,"(246,[81],[1.0])",147.0,"(1156,[147],[1.0])","(246,[81],[1.0])","(1156,[147],[1.0])","(1402,[81,393],[1.0,1.0])",0
148.0,48.0,1.0,Urinary retention (Inability to urinate),Anticholinergic drug overdose,165.0,"(246,[165],[1.0])",147.0,"(1156,[147],[1.0])","(246,[165],[1.0])","(1156,[147],[1.0])","(1402,[165,393],[1.0,1.0])",0
153.0,48.0,2.0,Ingestion,Anticholinergic drug overdose,95.0,"(246,[95],[1.0])",147.0,"(1156,[147],[1.0])","(246,[95],[1.0])","(1156,[147],[1.0])","(1402,[95,393],[1.0,1.0])",0
192.0,48.0,1.0,Hot skin,Anticholinergic drug overdose,178.0,"(246,[178],[1.0])",147.0,"(1156,[147],[1.0])","(246,[178],[1.0])","(1156,[147],[1.0])","(1402,[178,393],[1.0,1.0])",0
226.0,48.0,1.0,Hand redness,Anticholinergic drug overdose,34.0,"(246,[34],[1.0])",147.0,"(1156,[147],[1.0])","(246,[34],[1.0])","(1156,[147],[1.0])","(1402,[34,393],[1.0,1.0])",0
227.0,48.0,1.0,Foot redness,Anticholinergic drug overdose,28.0,"(246,[28],[1.0])",147.0,"(1156,[147],[1.0])","(246,[28],[1.0])","(1156,[147],[1.0])","(1402,[28,393],[1.0,1.0])",0
228.0,48.0,1.0,Arm redness,Anticholinergic drug overdose,33.0,"(246,[33],[1.0])",147.0,"(1156,[147],[1.0])","(246,[33],[1.0])","(1156,[147],[1.0])","(1402,[33,393],[1.0,1.0])",0
229.0,48.0,1.0,Leg redness,Anticholinergic drug overdose,32.0,"(246,[32],[1.0])",147.0,"(1156,[147],[1.0])","(246,[32],[1.0])","(1156,[147],[1.0])","(1402,[32,393],[1.0,1.0])",0
78.0,15.0,0.0,Pregnancy problem,Acute fatty liver of pregnancy,191.0,"(246,[191],[1.0])",678.0,"(1156,[678],[1.0])","(246,[191],[1.0])","(1156,[678],[1.0])","(1402,[191,924],[1.0,1.0])",0
149.0,15.0,1.0,Liver failure (Cirrhosis),Acute fatty liver of pregnancy,179.0,"(246,[179],[1.0])",678.0,"(1156,[678],[1.0])","(246,[179],[1.0])","(1156,[678],[1.0])","(1402,[179,924],[1.0,1.0])",0
78.0,315.0,1.0,Pregnancy problem,Gestational diabetesdiabetes during pregnancy,191.0,"(246,[191],[1.0])",255.0,"(1156,[255],[1.0])","(246,[191],[1.0])","(1156,[255],[1.0])","(1402,[191,501],[1.0,1.0])",0
249.0,315.0,1.0,Increased thirst,Gestational diabetesdiabetes during pregnancy,222.0,"(246,[222],[1.0])",255.0,"(1156,[255],[1.0])","(246,[222],[1.0])","(1156,[255],[1.0])","(1402,[222,501],[1.0,1.0])",0
250.0,315.0,1.0,Increased urination (polyuria),Gestational diabetesdiabetes during pregnancy,211.0,"(246,[211],[1.0])",255.0,"(1156,[255],[1.0])","(246,[211],[1.0])","(1156,[255],[1.0])","(1402,[211,501],[1.0,1.0])",1
